Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
1,"TW Jing, RK Murugesan",Protecting Data Privacy and Prevent Fake News and Deepfakes in Social Media via Blockchain Technology,2020,International Conference on Advances in Cyber …,Springer,https://link.springer.com/chapter/10.1007/978-981-33-6835-4_44,"https://scholar.google.com/scholar?cites=15959659039709918985&as_sdt=2005&sciodt=0,5&hl=en",188,2022-05-23 9:55:50,,10.1007/978-981-33-6835-4_44,,,,,,,1,0.5,1,2,2,"… To protect data integrity and privacy of the users on social media, this paper … data privacy in social media via blockchain technology. The proposed trust index model use blockchain to …",,"https://scholar.google.com/scholar?q=related:CfdCtlYZfN0J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
1,"T Liu, X Cao, J Li, S Wu, X Chen, Y Lu",Blockchain-based privacy protection scheme for electric energy metering data,2020,Proceedings of the 2020 …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3444370.3444616,"https://scholar.google.com/scholar?cites=2420069078714213231&as_sdt=2005&sciodt=0,5&hl=en",205,2022-05-23 9:55:50,,10.1145/3444370.3444616,,,,,,,1,0.5,0,6,2,"… describes the privacy and security … data, blockchain deposit certificates, threshold ElGamal cryptographic system [7], and a blockchain-based electric energy measurement data privacy …",,"https://scholar.google.com/scholar?q=related:b-OqSAHQlSEJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
1,"A Smahi, Q Xia, J Gao, EB Sifah, ...",Blockchain-Based Outsourced Privacy-Preserving Support Vector Machine Classification on IoT Data,2020,2020 IEEE 20th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9295734/,"https://scholar.google.com/scholar?cites=11822798444387916543&as_sdt=2005&sciodt=0,5&hl=en",217,2022-05-23 9:55:50,,,,,,,,,1,0.5,0,5,2,"… However, although promising, the use of blockchain … : The data privacy issue associated with both blockchain and smart … : A privacy-preserving SVM classification scheme over IoT data …",,"https://scholar.google.com/scholar?q=related:_1rImIsEE6QJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
1,O Oksuz,Privacy Preserving Data Aggregation and Dynamic Billing System in Smart Grid Using Permissioned Blockchain,2020,CS & IT Conference Proceedings,csitcp.com,https://csitcp.com/paper/10/101csit06.pdf,"https://scholar.google.com/scholar?cites=17917478220951690757&as_sdt=2005&sciodt=0,5&hl=en",224,2022-05-23 9:55:50,PDF,,,,,,,,1,0.5,1,1,2,… privacy-preserving dynamic billing and data aggregation scheme. Our scheme consists of permissioned blockchain that … To protect data privacy of a consumer from any internal/external …,https://csitcp.com/paper/10/101csit06.pdf,"https://scholar.google.com/scholar?q=related:BZ6f1oKrp_gJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
1,"T Chen, Y Yu, ZT Duan, J Gao, K Lan",BlockChain/ABE-based Fusion Solution for E-government Data Sharing and Privacy protection,2020,Proceedings of the 2020 4th …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3443467.3443764,"https://scholar.google.com/scholar?cites=15267122836954306133&as_sdt=2005&sciodt=0,5&hl=en",288,2022-05-23 9:55:50,,10.1145/3443467.3443764,,,,,,,1,0.5,0,5,2,… Protection Regulation(GDPR) adopted by European Union(EU) is a new data privacy and security … how to implement data sharing and control using blockchain-based CP-ABE scheme. …,,"https://scholar.google.com/scholar?q=related:VVbq3lS339MJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
1,"W Luo, J Tan",Regulatable user privacy protection model of blockchain with encryption on sensitive data,2020,Basic & clinical pharmacology & …,"… ST, HOBOKEN 07030-5774, NJ USA",,"https://scholar.google.com/scholar?cites=14505347618257437388&as_sdt=2005&sciodt=0,5&hl=en",393,2022-05-23 9:55:50,CITATION,,,,,,,,1,0.5,1,2,2,,,"https://scholar.google.com/scholar?q=related:zALLYc5YTckJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
1,"Q Zhang, H Lv, J Ma, J Li, J Zhang",Overview of Blockchain Data Privacy Protection,2021,2021 3rd Blockchain and Internet of …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3475992.3476000,"https://scholar.google.com/scholar?cites=10265875012838232211&as_sdt=2005&sciodt=0,5&hl=en",18,2022-05-23 9:55:50,,10.1145/3475992.3476000,,,,,,,1,1,0,5,1,"… of blockchain. In this paper, the basic principle of blockchain technology, data privacy threats, data privacy protection methods, and the future of blockchain data privacy protection are …",,"https://scholar.google.com/scholar?q=related:kxDI6O62d44J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
1,"S Rahmadika, KH Rhee",Enhancing data privacy through a decentralised predictive model with blockchain-based revenue,2021,… Journal of Ad Hoc and Ubiquitous …,inderscienceonline.com,https://www.inderscienceonline.com/doi/abs/10.1504/IJAHUC.2021.115104,"https://scholar.google.com/scholar?cites=130513218509258723&as_sdt=2005&sciodt=0,5&hl=en",42,2022-05-23 9:55:50,,10.1504/IJAHUC.2021.115104,,,,,,,1,1,1,2,1,… a decentralised approach to enhance data privacy in AI training … on providing privacy for shared storage in a public blockchain … Both schemes are relying on blockchain technology along …,,"https://scholar.google.com/scholar?q=related:47-8qxStzwEJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
1,"M El Ghamry, ITA Halim, ...",Secular: A decentralized blockchain-based data privacy-preserving model training platform,2021,"… Mobile, Intelligent, and …",ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9447654/,"https://scholar.google.com/scholar?cites=11764183910604231605&as_sdt=2005&sciodt=0,5&hl=en",67,2022-05-23 9:55:50,,,,,,,,,1,1,0,3,1,"… However, one of their biggest challenges is how to maintain the security and privacy of the given dataset. Besides, Blockchain is one of the most discussed technologies of our time. It …",,"https://scholar.google.com/scholar?q=related:tVPu9-_GQqMJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
1,"S Heister, K Yuthas",How Blockchain and AI Enable Personal Data Privacy and Support Cybersecurity,2021,,books.google.com,https://books.google.com/books?hl=en&lr=&id=Y7ZaEAAAQBAJ&oi=fnd&pg=PA33&dq=blockchain+data+privacy&ots=HMCpT5rogv&sig=LL_RkdR5EUki42xGQNHG73qjyWQ,"https://scholar.google.com/scholar?cites=8385041812450561433&as_sdt=2005&sciodt=0,5&hl=en",74,2022-05-23 9:55:50,,,,,,,,,1,1,1,2,1,… for protecting and securing personal data. Decentralized and federated … blockchain-based privacy solutions by enabling users to better manage their data and by ensuring that data …,https://pdxscholar.library.pdx.edu/cgi/viewcontent.cgi?article=1236&context=busadmin_fac,"https://scholar.google.com/scholar?q=related:mc3pQRqnXXQJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
1,"SP Khapre, C Dhasarathan, T Puviyarasi, ...",Blockchain-Based Data Market (BCBDM) Framework for Security and Privacy: An Analysis,2021,… Big Data in Large-and …,igi-global.com,https://www.igi-global.com/chapter/blockchain-based-data-market-bcbdm-framework-for-security-and-privacy/273928,"https://scholar.google.com/scholar?cites=17504167609217231340&as_sdt=2005&sciodt=0,5&hl=en",105,2022-05-23 9:55:50,,,,,,,,,1,1,0,4,1,"… of data sharing, complex issues such as data privacy and ownership are emerging. Blockchain is a decentralized distributed data … The introduction of blockchain can eliminate the …",,"https://scholar.google.com/scholar?q=related:7KlKFLNL6_IJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
1,"S Chaisawat, C Vorakulpipat",Towards Achieving Personal Privacy Protection and Data Security on Integrated E-Voting Model of Blockchain and Message Queue,2021,Security and Communication Networks,hindawi.com,https://www.hindawi.com/journals/scn/2021/8338616/,"https://scholar.google.com/scholar?cites=14505619986065095163&as_sdt=2005&sciodt=0,5&hl=en",136,2022-05-23 9:55:50,HTML,,,,,,,,1,1,1,2,1,"… Despite these advantages, blockchain brings in new challenges regarding system performance and data privacy. Due to distributed nature of blockchain, any new updating request …",https://www.hindawi.com/journals/scn/2021/8338616/,"https://scholar.google.com/scholar?q=related:-3k39IVQTskJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
1,"W Silva, ACB Garcia",Where is our data? A blockchain-based information chain of custody model for privacy improvement,2021,2021 IEEE 24th International Conference …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9437727/,"https://scholar.google.com/scholar?cites=10529838103716212849&as_sdt=2005&sciodt=0,5&hl=en",153,2022-05-23 9:55:50,,,,,,,,,1,1,1,2,1,"… This fast dissemination of information raises concerns about data privacy. It is necessary to identify everything that happens to our information for privacy is guaranteed [1], [2]. Privacy …",,"https://scholar.google.com/scholar?q=related:cbBgQvd_IZIJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
1,"T Li, W Liu, S Xie, M Dong, K Ota, ...",BPT: a blockchain based privacy information preserving system for trust data collection over distributed mobile edge network,2021,IEEE Internet of Things …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9559398/,"https://scholar.google.com/scholar?cites=12059536263849093797&as_sdt=2005&sciodt=0,5&hl=en",159,2022-05-23 9:55:50,,,,,,,,,1,1,0,6,1,"… for data collectors. Thirdly, we enforce … privacy on the data stored in global blockchain maintained by the cloud server to protect privacy for data collectors without influencing data …",,"https://scholar.google.com/scholar?q=related:paqqelYUXKcJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
1,"AA Rasheed, RN Mahapatra, C Varol, ...","Exploiting Zero Knowledge Proof and Blockchain Towards the Enforcement of Anonymity, Data Integrity and Privacy (ADIP) on IoT",2021,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9501498/,"https://scholar.google.com/scholar?cites=2421472897695467224&as_sdt=2005&sciodt=0,5&hl=en",170,2022-05-23 9:55:50,,,,,,,,,1,1,0,4,1,… Data integrity and protection against sybil and IoT spoofing attacks were maintained via blockchain. Our threats analysis models showed that data modification and data injections …,,"https://scholar.google.com/scholar?q=related:2MZfXMXMmiEJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
1,"S Balasubramanium, K Sivasankar, ...",A Survey on Data privacy and preservation using Blockchain in Healthcare organization,2021,2021 International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9404650/,"https://scholar.google.com/scholar?cites=9414249987119456412&as_sdt=2005&sciodt=0,5&hl=en",178,2022-05-23 9:55:50,,,,,,,,,1,1,0,3,1,… for efficient storage leads to Blockchain as storage. The dominant Blockchain storage stored a large amount of health data with a shared key to encrypt the data to access it. The …,,"https://scholar.google.com/scholar?q=related:nCD7BHwipoIJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
1,"M Kang, V Lemieux",A Decentralized Identity-Based Blockchain Solution for Privacy-Preserving Licensing of Individual-Controlled Data to Prevent Unauthorized Secondary Data Usage,2021,Ledger,ledger.pitt.edu,http://ledger.pitt.edu/ojs/ledger/article/view/239,"https://scholar.google.com/scholar?cites=2796757419504096006&as_sdt=2005&sciodt=0,5&hl=en",179,2022-05-23 9:55:50,,,,,,,,,1,1,1,2,1,"… On the other hand, how to consume data while being able to protect data privacy and … challenge in data science today. Confidential computing was born to solve this problem.A privacy-…",https://ledger.pitt.edu/ojs/ledger/article/download/239/218,"https://scholar.google.com/scholar?q=related:BtN6IA4U0CYJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
1,"D Na, S Park",Lightweight blockchain to solve forgery and privacy issues of vehicle image data,2021,2021 22nd Asia-Pacific Network Operations and …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9562586/,"https://scholar.google.com/scholar?cites=2343413137636965480&as_sdt=2005&sciodt=0,5&hl=en",198,2022-05-23 9:55:50,,,,,,,,,1,1,1,2,1,"… (1) Blockchain size problem: Blockchain is a decentralized data … blockchain ledger. Because of this, all nodes must store the same … (3) Data privacy problem: In the blockchain, data is …",,"https://scholar.google.com/scholar?q=related:aLzVLtV5hSAJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
1,"M Younis, W Lalouani, N Lasla, L Emokpae, ...",Blockchain-Enabled and Data-Driven Smart Healthcare Solution for Secure and Privacy-Preserving Data Access,2021,IEEE Systems …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9481317/,"https://scholar.google.com/scholar?cites=8376170873782413078&as_sdt=2005&sciodt=0,5&hl=en",203,2022-05-23 9:55:50,,,,,,,,,1,1,0,5,1,"… , the patient’s data are stored on the cloud rather than in the blockchain. The reason is that storing the data on the blockchain implies replication of potentially voluminous data, which is …",https://mdsoar.org/bitstream/handle/11603/22215/6f9c6e79-5d9a-40db-9ce2-aafea4e1aabf.pdf?sequence=1&isAllowed=y,"https://scholar.google.com/scholar?q=related:FifG5QcjPnQJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
1,"J Liu, X He, R Sun, X Du, ...",Privacy-Preserving Data Sharing Scheme with FL via MPC in Financial Permissioned Blockchain,2021,ICC 2021-IEEE …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9500868/,"https://scholar.google.com/scholar?cites=4680078215517830911&as_sdt=2005&sciodt=0,5&hl=en",204,2022-05-23 9:55:50,,,,,,,,,1,1,0,5,1,"… secure data sharing for distributed banks in privacy. To prevent from connection of clients’ data and … In this paper, we first propose blockchain-empowered secure federated learning for …",,"https://scholar.google.com/scholar?q=related:__77RFf68kAJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
1,"H Yang, J Shen, J Lu, T Zhou, X Xia, S Ji",A Privacy-Preserving Data Transmission Scheme Based on Oblivious Transfer and Blockchain Technology in the Smart Healthcare,2021,Security and …,hindawi.com,https://www.hindawi.com/journals/scn/2021/5781354/,"https://scholar.google.com/scholar?cites=9281144306188337986&as_sdt=2005&sciodt=0,5&hl=en",219,2022-05-23 9:55:50,HTML,,,,,,,,1,1,0,6,1,"… erefore, our goals are to protect user privacy and guarantee the security of data transmission based on OT and blockchain technology under the smart healthcare environment. To …",https://www.hindawi.com/journals/scn/2021/5781354/,"https://scholar.google.com/scholar?q=related:QsN-p5I_zYAJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
1,"M Elhoseny, K Haseeb, AA Shah, I Ahmad, Z Jan, ...",IoT Solution for AI-Enabled PRIVACY-PREServing with Big Data Transferring: An Application for Healthcare Using Blockchain,2021,Energies,mdpi.com,https://www.mdpi.com/1996-1073/14/17/5364,"https://scholar.google.com/scholar?cites=3837573683951706365&as_sdt=2005&sciodt=0,5&hl=en",220,2022-05-23 9:55:50,,,,,,,,,1,1,0,6,1,"… blockchain, which is an emerging technology [20,21] to improve the performance of the healthcare system against security extortions with efficient data … and guaranteed data privacy. …",https://www.mdpi.com/1996-1073/14/17/5364/pdf,"https://scholar.google.com/scholar?q=related:_SBU5-7MQTUJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
1,"MJ Hossain, MAH Wadud, ...",HDM-Chain: A Secure Blockchain-based Healthcare Data Management framework to ensure Privacy and Security in the Health Unit,2021,2021 5th International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9667820/,"https://scholar.google.com/scholar?cites=16287570178409384021&as_sdt=2005&sciodt=0,5&hl=en",251,2022-05-23 9:55:50,,,,,,,,,1,1,0,3,1,"… globally, but at PHRs data is ruled to essential safety and privacy concerns. This paper … Blockchain(BC) resolves the preceding difficulties from it shares data in a decentralized and …",https://www.researchgate.net/profile/Md-Anwar-Wadud-2/publication/357722688_HDM-Chain_A_Secure_Blockchain-based_Healthcare_Data_Management_framework_to_ensure_Privacy_and_Security_in_the_Health_Unit/links/61e2891270db8b034c95debd/HDM-Chain-A-Secure-Blockchain-based-Healthcare-Data-Management-framework-to-ensure-Privacy-and-Security-in-the-Health-Unit.pdf,"https://scholar.google.com/scholar?q=related:VUhWMsgSCeIJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
